year,date,round,siteID,temperature_level,precipitation_level,blockID,plotID,treatment,removed_fg,biomass,name,remark,functional_group
2015,NA,1,Arhelleren,boreal,3,Arh2,Arh2GB,GB,B,2.7,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh2,Arh2F,F,F,11.96,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh2,Arh2G,G,G,15,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh2,Arh2B,B,B,2.24,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FGB,FGB,F,6.6,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FGB,FGB,B,7.1,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FGB,FGB,G,4.9,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FG,GF,F,5.1,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FG,GF,G,8,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FB,FB,F,4.6,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3FB,FB,B,6.5,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3GB,GB,G,3,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3GB,GB,B,9.2,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3F,F,F,2.5,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3G,G,G,4.5,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh3,Arh3B,B,B,1.1,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FGB,FGB,F,3.9,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FGB,FGB,B,4.3,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FGB,FGB,G,9.5,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FG,GF,F,3.6,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FG,GF,G,6.7,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FB,FB,F,8.5,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4FB,FB,B,1.8,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4GB,GB,G,7.1,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4GB,GB,B,4.6,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4F,F,F,3.2,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4G,G,G,6.9,NA,NA,NA
2015,NA,1,Arhelleren,boreal,3,Arh4,Arh4B,B,B,3.6,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FGB,FGB,F,3.92,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FGB,FGB,B,1,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FGB,FGB,G,4.76,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FG,GF,F,5.55,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FG,GF,G,5.63,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FB,FB,F,3.84,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1FB,FB,B,0.34,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1GB,GB,G,4.03,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1GB,GB,B,2.14,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1F,F,F,5.51,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1G,G,G,3.19,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv1,Ulv1B,B,B,1.58,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FGB,FGB,F,3.03,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FGB,FGB,B,10.74,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FGB,FGB,G,3.74,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FG,GF,F,3.67,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FG,GF,G,3.74,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FB,FB,F,4.83,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2FB,FB,B,5.18,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2GB,GB,G,4.37,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2GB,GB,B,5.61,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2F,F,F,6.32,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2G,G,G,5.33,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv2,Ulv2B,B,B,1.81,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FGB,FGB,F,8.26,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FGB,FGB,B,1.28,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FGB,FGB,G,5.17,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FG,GF,F,7.7,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FG,GF,G,7.1,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FB,FB,F,2.56,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3FB,FB,B,1.82,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3GB,GB,G,4.58,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3GB,GB,B,0.74,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3F,F,F,7.41,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3G,G,G,3.35,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv3,Ulv3B,B,B,2.03,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FGB,FGB,F,5.61,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FGB,FGB,B,2.21,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FGB,FGB,G,4,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FG,GF,F,5.38,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FG,GF,G,3.17,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FB,FB,F,5.18,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4FB,FB,B,3.18,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4GB,GB,G,3.05,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4GB,GB,B,2.59,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4F,F,F,2.03,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4G,G,G,3.86,NA,NA,NA
2015,2015-08-05,1,Ulvehaugen,alpine,1,Ulv4,Ulv4B,B,B,2.29,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FGB,FGB,F,6.03,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FGB,FGB,B,12.45,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FGB,FGB,G,5.63,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FG,GF,F,1.9,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FG,GF,G,7.63,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FB,FB,F,3.49,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1FB,FB,B,2.62,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1GB,GB,G,5.26,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1GB,GB,B,4.76,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1F,F,F,3.57,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1G,G,G,5.51,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj1,Skj1B,B,B,2.38,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FGB,FGB,F,4.75,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FGB,FGB,B,2.72,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FGB,FGB,G,7.59,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FG,GF,F,2.7,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FG,GF,G,3.46,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FB,FB,F,4.83,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2FB,FB,B,2.98,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2GB,GB,G,4.08,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2GB,GB,B,5.93,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2F,F,F,7.06,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2G,G,G,4.54,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj2,Skj2B,B,B,7.23,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FGB,FGB,F,3.27,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FGB,FGB,B,6.32,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FGB,FGB,G,2.87,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FG,GF,F,6.74,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FG,GF,G,5.3,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FB,FB,F,3.96,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3FB,FB,B,6.17,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3GB,GB,G,3.65,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3GB,GB,B,8.14,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3F,F,F,3.17,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3G,G,G,2.5,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj3,Skj3B,B,B,10.07,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FGB,FGB,F,3.08,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FGB,FGB,B,14.84,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FGB,FGB,G,2.3,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FG,GF,F,2.56,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FG,GF,G,3.44,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FB,FB,F,2.47,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4FB,FB,B,2.17,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4GB,GB,G,9.85,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4GB,GB,B,10.01,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4F,F,F,2.16,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4G,G,G,3.29,NA,NA,NA
2015,2015-09-09,1,Skjelingahaugen,alpine,4,Skj4,Skj4B,B,B,15.92,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FGB,FGB,F,9.78,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FGB,FGB,B,6.24,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FGB,FGB,G,9.63,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FG,GF,F,8.95,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FG,GF,G,14.61,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FB,FB,F,13.26,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1FB,FB,B,1.07,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1GB,GB,G,5.91,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1GB,GB,B,0.54,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1F,F,F,9.23,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1G,G,G,12.68,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau1,Fau1B,B,B,3.19,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FGB,FGB,F,11.02,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FGB,FGB,B,0.17,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FGB,FGB,G,14.07,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FG,GF,F,10.77,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FG,GF,G,6.42,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FB,FB,F,5.4,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2FB,FB,B,0.01,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2GB,GB,G,3.66,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2GB,GB,B,0.14,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2F,F,F,11.18,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2G,G,G,4.31,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau2,Fau2B,B,B,1.33,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FGB,FGB,F,8.64,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FGB,FGB,B,0.04,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FGB,FGB,G,15.03,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FG,GF,F,14.82,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FG,GF,G,5.86,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FB,FB,F,13.27,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5FB,FB,B,0.08,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5GB,GB,G,11.68,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5GB,GB,B,0.11,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5F,F,F,13.4,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5G,G,G,10.91,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau5,Fau5B,B,B,0.02,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FGB,FGB,F,13.08,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FGB,FGB,B,2.25,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FGB,FGB,G,7.7,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FG,GF,F,2.96,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FG,GF,G,5.05,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FB,FB,F,16.11,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4FB,FB,B,1.22,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4GB,GB,G,8.5,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4GB,GB,B,0.39,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4F,F,F,7.77,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4G,G,G,5.84,NA,NA,NA
2015,2015-07-22,1,Fauske,boreal,1,Fau4,Fau4B,B,B,0.47,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FGB,FGB,F,23.3,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FGB,FGB,B,20.7,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FGB,FGB,G,1.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FG,GF,F,7.7,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FG,GF,G,2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FB,FB,F,11.4,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1FB,FB,B,24.9,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1GB,GB,G,2.9,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1GB,GB,B,21.5,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1F,F,F,25.4,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1G,G,G,2.1,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav1,Lav1B,B,B,32.5,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FGB,FGB,F,7.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FGB,FGB,B,21.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FGB,FGB,G,3.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FG,GF,F,5.5,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FG,GF,G,2.3,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FB,FB,F,9.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2FB,FB,B,24.7,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2GB,GB,G,0.7,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2GB,GB,B,14.5,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2F,F,F,4.3,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2G,G,G,2.3,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav2,Lav2B,B,B,17.6,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FGB,FGB,F,19.7,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FGB,FGB,B,30.3,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FGB,FGB,G,3.4,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FG,GF,F,5.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FG,GF,G,2.8,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FB,FB,F,13.6,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3FB,FB,B,12.6,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3GB,GB,G,1.5,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3GB,GB,B,24.5,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3F,F,F,4,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3G,G,G,3.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav3,Lav3B,B,B,12.6,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FGB,FGB,F,16.2,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FGB,FGB,B,16.9,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FGB,FGB,G,1.8,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FG,GF,F,4.1,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FG,GF,G,2.8,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FB,FB,F,8,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4FB,FB,B,10.9,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4GB,GB,G,2.1,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4GB,GB,B,11.9,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4F,F,F,7.1,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4G,G,G,1.1,NA,NA,NA
2015,2015-08-10,1,Lavisdalen,alpine,2,Lav4,Lav4B,B,B,12.6,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FGB,FGB,F,4.7,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FGB,FGB,B,25,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FGB,FGB,G,9.1,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FG,GF,F,7.4,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FG,GF,G,3.8,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FB,FB,F,6.6,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1FB,FB,B,5.3,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1GB,GB,G,2.7,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1GB,GB,B,9.6,NA,NA,NA
2015,2015-07-29,1,Hogsete,sub-alpine,2,Hog1,Hog1F,F,F,6.6,NA,NA,NA
